loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,fico_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2717,0, Not Graduate, Yes,71000,186000,20,770,192000,131000,231000,51000, Approved
2718,0, Not Graduate, No,90000,284000,4,612,0,72000,269000,132000, Approved
2719,3, Graduate, Yes,14000,27000,14,819,12000,15000,40000,13000, Approved
2720,1, Graduate, No,88000,202000,6,627,242000,161000,176000,119000, Approved
2721,3, Not Graduate, Yes,54000,147000,4,359,123000,99000,151000,61000, Rejected
2722,1, Graduate, No,61000,191000,6,341,57000,59000,124000,63000, Rejected
2723,1, Graduate, No,10000,36000,4,570,10000,13000,37000,10000, Approved
2724,3, Graduate, Yes,77000,181000,20,736,78000,145000,291000,100000, Approved
2725,1, Graduate, Yes,61000,129000,2,302,89000,75000,156000,72000, Rejected
2726,2, Not Graduate, Yes,77000,210000,12,420,161000,43000,274000,105000, Rejected
2727,4, Graduate, Yes,47000,120000,2,416,58000,82000,130000,68000, Rejected
2728,2, Graduate, Yes,91000,348000,20,836,213000,109000,306000,99000, Approved
2729,0, Graduate, Yes,58000,127000,12,528,84000,73000,196000,76000, Rejected
2730,4, Not Graduate, No,85000,249000,2,405,19000,4000,217000,114000, Rejected
2731,2, Graduate, Yes,99000,334000,14,783,166000,161000,210000,95000, Approved
2732,4, Not Graduate, Yes,20000,40000,10,636,21000,0,40000,17000, Approved
2733,1, Not Graduate, Yes,50000,168000,6,711,63000,76000,160000,32000, Approved
2734,1, Graduate, Yes,32000,118000,16,848,55000,32000,75000,23000, Approved
2735,1, Not Graduate, Yes,80000,278000,8,804,79000,16000,271000,118000, Approved
2736,0, Not Graduate, Yes,12000,28000,14,892,32000,1000,33000,17000, Approved
2737,2, Not Graduate, Yes,58000,228000,14,696,121000,2000,208000,48000, Approved
2738,1, Graduate, No,25000,76000,20,888,74000,42000,64000,19000, Approved
2739,1, Not Graduate, Yes,6000,14000,10,699,4000,5000,13000,8000, Approved
2740,5, Graduate, No,49000,130000,10,865,133000,37000,147000,65000, Approved
2741,2, Graduate, Yes,94000,373000,14,383,78000,159000,271000,77000, Rejected
2742,2, Graduate, No,53000,193000,16,368,147000,4000,116000,37000, Rejected
2743,5, Not Graduate, No,51000,158000,4,607,60000,77000,126000,70000, Approved
2744,4, Not Graduate, Yes,29000,89000,18,827,4000,34000,112000,16000, Approved
2745,1, Graduate, No,91000,340000,12,672,86000,16000,327000,88000, Approved
2746,3, Not Graduate, Yes,88000,267000,12,708,160000,153000,269000,96000, Approved
2747,4, Not Graduate, No,26000,88000,10,682,45000,47000,103000,16000, Approved
2748,1, Graduate, Yes,97000,255000,18,741,219000,62000,348000,49000, Approved
2749,5, Not Graduate, Yes,6000,12000,8,343,1000,7000,16000,6000, Rejected
2750,0, Graduate, Yes,41000,111000,16,785,68000,53000,85000,48000, Approved
2751,1, Not Graduate, Yes,80000,280000,20,830,224000,126000,256000,106000, Approved
2752,2, Graduate, No,88000,267000,16,696,129000,153000,203000,109000, Approved
2753,1, Graduate, No,2000,3000,12,697,6000,3000,7000,1000, Approved
2754,0, Graduate, Yes,38000,117000,2,351,1000,67000,125000,31000, Approved
2755,3, Graduate, No,68000,218000,10,556,164000,93000,191000,54000, Approved
2756,0, Graduate, No,86000,318000,2,895,226000,159000,196000,51000, Approved
2757,2, Graduate, Yes,28000,84000,10,534,83000,48000,106000,15000, Rejected
2758,0, Graduate, No,80000,298000,12,736,6000,157000,308000,84000, Approved
2759,2, Graduate, Yes,23000,55000,16,629,46000,29000,70000,19000, Approved
2760,4, Graduate, Yes,76000,162000,20,657,19000,93000,285000,55000, Approved
2761,2, Graduate, No,29000,113000,12,839,7000,51000,81000,26000, Approved
2762,4, Not Graduate, No,79000,257000,18,589,43000,3000,253000,98000, Approved
2763,2, Not Graduate, No,19000,45000,6,805,22000,31000,48000,23000, Approved
2764,3, Not Graduate, Yes,46000,136000,20,729,13000,89000,172000,59000, Approved
2765,1, Not Graduate, No,26000,77000,6,399,37000,43000,89000,35000, Rejected
2766,2, Not Graduate, No,27000,67000,8,413,76000,8000,92000,23000, Rejected
2767,5, Graduate, Yes,63000,132000,16,321,67000,40000,152000,71000, Rejected
2768,0, Graduate, Yes,26000,75000,2,853,42000,39000,96000,14000, Approved
2769,4, Not Graduate, Yes,77000,234000,6,400,39000,34000,208000,107000, Rejected
2770,0, Graduate, Yes,74000,163000,16,630,112000,132000,284000,53000, Approved
2771,3, Graduate, Yes,73000,216000,20,557,19000,38000,264000,93000, Approved
2772,1, Graduate, No,29000,76000,2,358,8000,7000,101000,21000, Rejected
2773,3, Graduate, Yes,66000,160000,10,510,12000,48000,133000,63000, Rejected
2774,2, Graduate, Yes,27000,96000,14,554,58000,2000,102000,19000, Approved
2775,3, Graduate, Yes,83000,277000,4,596,205000,154000,214000,74000, Approved
2776,0, Graduate, No,49000,185000,8,659,88000,17000,147000,49000, Approved
2777,4, Graduate, Yes,79000,307000,10,322,106000,132000,303000,63000, Rejected
2778,5, Graduate, Yes,88000,213000,14,852,80000,64000,285000,99000, Approved
2779,5, Not Graduate, No,40000,141000,18,653,58000,41000,94000,54000, Approved
2780,4, Graduate, Yes,39000,92000,12,737,28000,23000,123000,52000, Approved
2781,3, Graduate, Yes,77000,189000,2,583,93000,30000,167000,93000, Approved
2782,1, Graduate, Yes,38000,100000,16,873,51000,28000,103000,40000, Approved
2783,5, Graduate, No,80000,270000,20,595,45000,52000,248000,104000, Approved
2784,5, Graduate, Yes,34000,113000,20,871,65000,39000,97000,24000, Approved
2785,5, Graduate, Yes,55000,188000,12,603,33000,7000,210000,50000, Approved
2786,0, Not Graduate, No,77000,293000,14,801,62000,118000,234000,47000, Approved
2787,5, Graduate, No,40000,94000,4,723,2000,0,121000,20000, Approved
2788,5, Not Graduate, Yes,59000,226000,18,630,23000,42000,165000,68000, Approved
2789,0, Not Graduate, Yes,26000,99000,20,368,36000,15000,52000,20000, Rejected
2790,3, Graduate, No,66000,222000,12,759,89000,22000,187000,85000, Approved
2791,0, Not Graduate, Yes,10000,30000,18,382,22000,7000,35000,9000, Rejected
2792,4, Not Graduate, Yes,8000,28000,16,645,9000,14000,23000,6000, Approved
2793,0, Graduate, No,32000,63000,6,878,67000,52000,81000,36000, Approved
2794,4, Graduate, No,84000,234000,12,350,187000,91000,275000,67000, Rejected
2795,3, Graduate, Yes,58000,176000,6,720,49000,42000,188000,66000, Approved
2796,0, Not Graduate, Yes,73000,281000,10,673,137000,12000,163000,89000, Approved
2797,1, Graduate, No,39000,80000,6,448,1000,19000,98000,40000, Rejected
2798,2, Not Graduate, Yes,46000,160000,4,720,0,40000,123000,42000, Approved
2799,0, Graduate, No,36000,123000,2,300,52000,30000,143000,54000, Approved
2800,4, Graduate, No,75000,287000,20,520,46000,35000,152000,57000, Rejected
2801,1, Graduate, No,52000,150000,12,794,32000,72000,165000,51000, Approved
2802,3, Graduate, Yes,44000,100000,8,875,59000,52000,117000,41000, Approved
2803,1, Not Graduate, Yes,51000,129000,14,533,67000,67000,144000,39000, Rejected
2804,0, Graduate, No,60000,236000,6,776,138000,27000,234000,88000, Approved
2805,2, Graduate, No,38000,114000,6,706,10000,40000,121000,28000, Approved
2806,3, Graduate, No,28000,109000,2,710,6000,24000,56000,36000, Approved
2807,5, Graduate, Yes,65000,183000,4,333,81000,4000,217000,70000, Rejected
2808,2, Not Graduate, Yes,16000,64000,4,787,10000,3000,55000,11000, Approved
2809,4, Graduate, No,55000,186000,12,569,135000,62000,197000,73000, Approved
2810,0, Graduate, Yes,96000,201000,16,427,72000,23000,345000,74000, Rejected
2811,0, Graduate, No,70000,278000,16,640,115000,37000,160000,82000, Approved
2812,2, Not Graduate, No,40000,81000,16,312,35000,21000,151000,31000, Rejected
2813,1, Not Graduate, Yes,81000,309000,12,464,136000,98000,179000,75000, Rejected
2814,2, Not Graduate, Yes,66000,228000,8,490,61000,100000,180000,64000, Rejected
2815,5, Graduate, No,41000,102000,12,431,62000,22000,137000,43000, Rejected
2816,1, Graduate, No,66000,248000,4,500,86000,41000,167000,61000, Approved
2817,4, Graduate, No,51000,122000,14,511,27000,60000,183000,34000, Rejected
2818,4, Graduate, No,82000,252000,18,691,58000,89000,285000,105000, Approved
2819,1, Not Graduate, Yes,95000,244000,14,696,255000,67000,295000,63000, Approved
2820,0, Not Graduate, Yes,76000,276000,2,437,100000,112000,276000,68000, Approved
2821,2, Not Graduate, Yes,84000,208000,12,335,67000,123000,185000,101000, Rejected
2822,4, Graduate, No,76000,251000,4,671,46000,132000,274000,43000, Approved
2823,4, Not Graduate, Yes,14000,37000,12,621,31000,9000,51000,18000, Approved
2824,4, Not Graduate, Yes,27000,68000,10,455,47000,26000,74000,27000, Rejected
2825,1, Graduate, Yes,2000,5000,10,856,5000,2000,5000,2000, Approved
2826,3, Graduate, No,6000,21000,16,892,7000,4000,24000,5000, Approved
2827,4, Graduate, No,52000,129000,16,819,34000,41000,168000,75000, Approved
2828,0, Not Graduate, Yes,51000,116000,10,308,87000,13000,107000,70000, Rejected
2829,4, Graduate, Yes,92000,186000,2,889,269000,42000,333000,97000, Approved
2830,5, Not Graduate, No,65000,232000,18,713,67000,14000,134000,72000, Approved
2831,0, Graduate, No,85000,210000,6,665,36000,96000,275000,113000, Approved
2832,4, Not Graduate, No,20000,60000,12,837,13000,19000,63000,23000, Approved
2833,4, Not Graduate, Yes,75000,180000,20,395,2000,128000,235000,97000, Rejected
2834,0, Graduate, Yes,75000,289000,10,632,217000,107000,247000,99000, Approved
2835,2, Not Graduate, No,20000,43000,16,497,51000,2000,57000,28000, Rejected
2836,3, Graduate, Yes,14000,27000,14,694,38000,2000,36000,17000, Approved
2837,1, Not Graduate, Yes,17000,56000,2,882,31000,26000,67000,16000, Approved
2838,2, Graduate, Yes,53000,149000,6,504,106000,21000,170000,32000, Rejected
2839,4, Not Graduate, No,89000,301000,2,747,206000,129000,207000,103000, Approved
2840,3, Graduate, No,97000,353000,4,462,115000,95000,337000,72000, Approved
2841,5, Graduate, No,90000,259000,4,538,111000,111000,313000,81000, Rejected
2842,2, Not Graduate, Yes,85000,309000,6,664,57000,99000,198000,74000, Approved
2843,1, Not Graduate, No,35000,109000,4,524,88000,62000,136000,28000, Approved
2844,1, Not Graduate, No,5000,14000,6,464,11000,0,19000,5000, Rejected
2845,3, Graduate, No,89000,191000,6,807,23000,165000,299000,104000, Approved
2846,2, Not Graduate, Yes,78000,272000,18,622,60000,60000,264000,43000, Approved
2847,5, Not Graduate, Yes,98000,278000,6,827,24000,149000,328000,95000, Approved
2848,0, Graduate, No,52000,190000,14,687,119000,5000,194000,44000, Approved
2849,4, Graduate, No,74000,194000,16,835,164000,142000,235000,65000, Approved
2850,3, Graduate, Yes,12000,33000,6,772,7000,9000,29000,14000, Approved
2851,1, Not Graduate, Yes,10000,32000,2,710,1000,2000,33000,9000, Approved
2852,3, Graduate, Yes,95000,325000,14,581,28000,143000,360000,47000, Approved
2853,3, Not Graduate, No,45000,117000,18,775,87000,28000,127000,45000, Approved
2854,2, Graduate, No,49000,160000,12,710,87000,71000,100000,57000, Approved
2855,3, Not Graduate, Yes,7000,25000,8,321,19000,12000,17000,4000, Rejected
2856,0, Graduate, No,94000,283000,20,761,225000,148000,308000,101000, Approved
2857,3, Not Graduate, Yes,83000,314000,6,674,10000,16000,172000,61000, Rejected
2858,4, Graduate, Yes,56000,130000,4,899,105000,91000,114000,64000, Approved
2859,5, Not Graduate, Yes,44000,123000,8,567,24000,5000,129000,63000, Approved
2860,3, Graduate, No,21000,54000,8,771,52000,37000,62000,10000, Approved
2861,1, Not Graduate, Yes,44000,106000,4,360,66000,77000,151000,50000, Rejected
2862,0, Not Graduate, No,63000,196000,6,425,159000,104000,133000,59000, Rejected
2863,4, Graduate, No,99000,300000,18,496,104000,80000,293000,138000, Rejected
2864,3, Not Graduate, No,7000,16000,20,705,6000,9000,23000,7000, Approved
2865,4, Not Graduate, No,36000,124000,14,427,104000,24000,91000,26000, Rejected
2866,1, Not Graduate, Yes,56000,210000,2,552,32000,63000,221000,61000, Approved
2867,3, Not Graduate, Yes,10000,37000,8,725,30000,13000,40000,13000, Approved
2868,5, Graduate, Yes,64000,156000,8,553,142000,29000,204000,80000, Approved
2869,0, Not Graduate, No,89000,191000,2,725,83000,150000,190000,88000, Approved
2870,4, Graduate, No,99000,261000,2,481,145000,50000,236000,93000, Rejected
2871,2, Graduate, Yes,40000,86000,4,847,102000,27000,143000,24000, Approved
2872,0, Not Graduate, Yes,73000,257000,10,666,140000,31000,290000,60000, Approved
2873,1, Not Graduate, No,81000,254000,6,477,45000,132000,232000,44000, Rejected
2874,4, Graduate, Yes,68000,221000,4,446,37000,46000,189000,92000, Approved
2875,0, Not Graduate, Yes,26000,82000,8,630,60000,49000,75000,20000, Approved
2876,5, Not Graduate, Yes,3000,11000,20,613,6000,4000,7000,2000, Approved
2877,2, Graduate, Yes,24000,75000,4,851,31000,7000,56000,24000, Approved
2878,0, Not Graduate, No,60000,206000,12,339,34000,107000,172000,82000, Rejected
2879,4, Graduate, Yes,38000,111000,16,857,113000,74000,117000,47000, Approved
2880,0, Graduate, Yes,70000,221000,14,467,100000,64000,261000,58000, Rejected
2881,0, Graduate, Yes,54000,129000,16,355,112000,31000,182000,74000, Rejected
2882,1, Not Graduate, No,64000,164000,6,428,124000,109000,239000,89000, Rejected
2883,5, Not Graduate, Yes,70000,240000,14,450,103000,57000,211000,47000, Rejected
2884,2, Not Graduate, Yes,21000,46000,4,348,54000,0,74000,14000, Rejected
2885,4, Not Graduate, Yes,44000,150000,12,459,57000,8000,114000,24000, Rejected
2886,0, Not Graduate, No,80000,310000,8,847,49000,95000,296000,57000, Approved
2887,2, Not Graduate, Yes,39000,83000,18,523,8000,3000,99000,23000, Rejected
2888,0, Graduate, No,47000,152000,10,786,111000,80000,96000,32000, Approved
2889,0, Graduate, No,68000,212000,14,300,0,87000,165000,100000, Rejected
2890,0, Not Graduate, Yes,18000,65000,12,728,35000,0,61000,19000, Approved
2891,3, Not Graduate, Yes,86000,320000,4,497,114000,33000,186000,49000, Approved
2892,1, Not Graduate, Yes,36000,137000,10,548,99000,24000,89000,41000, Rejected
2893,1, Graduate, Yes,68000,229000,6,576,5000,111000,138000,56000, Approved
2894,3, Graduate, Yes,11000,41000,20,863,8000,11000,37000,6000, Approved
2895,4, Graduate, Yes,40000,84000,8,717,74000,49000,119000,40000, Approved
2896,1, Graduate, No,25000,59000,12,668,74000,6000,63000,37000, Approved
2897,2, Graduate, No,54000,174000,10,335,59000,14000,181000,43000, Rejected
2898,5, Not Graduate, No,66000,136000,4,861,117000,84000,146000,54000, Approved
2899,4, Not Graduate, No,60000,149000,2,321,69000,77000,180000,65000, Rejected
2900,0, Graduate, Yes,22000,83000,10,585,36000,17000,43000,19000, Approved
2901,1, Graduate, No,88000,185000,10,704,144000,32000,266000,113000, Approved
2902,0, Not Graduate, Yes,40000,103000,4,819,111000,12000,152000,26000, Approved
2903,4, Not Graduate, Yes,36000,124000,18,494,53000,1000,102000,19000, Rejected
2904,5, Graduate, Yes,81000,225000,2,808,48000,61000,169000,60000, Approved
2905,3, Not Graduate, Yes,52000,110000,12,830,89000,51000,160000,76000, Approved
2906,5, Graduate, No,11000,28000,14,473,1000,5000,42000,7000, Rejected
2907,2, Graduate, No,75000,298000,4,392,55000,22000,208000,40000, Approved
2908,5, Not Graduate, No,77000,203000,12,806,213000,133000,189000,96000, Approved
2909,0, Not Graduate, No,57000,214000,8,340,32000,19000,172000,38000, Rejected
2910,3, Graduate, Yes,50000,139000,8,555,123000,67000,181000,48000, Approved
2911,5, Not Graduate, No,5000,12000,16,499,6000,6000,15000,2000, Rejected
2912,3, Graduate, No,89000,213000,10,467,187000,26000,318000,88000, Rejected
2913,1, Not Graduate, No,17000,66000,4,797,28000,19000,61000,13000, Approved
2914,4, Not Graduate, Yes,5000,13000,18,762,14000,0,16000,3000, Approved
2915,3, Not Graduate, Yes,99000,365000,16,562,173000,185000,223000,98000, Approved
2916,1, Graduate, No,84000,218000,2,492,40000,110000,182000,66000, Rejected
2917,3, Not Graduate, Yes,5000,17000,4,824,5000,6000,14000,4000, Approved
2918,2, Graduate, No,17000,57000,10,602,49000,27000,45000,18000, Approved
2919,1, Not Graduate, Yes,65000,183000,10,722,119000,86000,192000,45000, Approved
2920,1, Not Graduate, No,89000,284000,6,709,216000,55000,262000,79000, Approved
2921,1, Not Graduate, No,4000,14000,4,302,2000,1000,15000,5000, Approved
2922,3, Not Graduate, No,57000,123000,6,364,79000,110000,200000,55000, Rejected
2923,0, Not Graduate, Yes,96000,238000,12,389,252000,158000,270000,83000, Rejected
2924,0, Graduate, Yes,85000,200000,16,786,133000,74000,177000,89000, Approved
2925,0, Graduate, No,40000,115000,8,434,45000,28000,84000,59000, Rejected
2926,2, Not Graduate, Yes,63000,181000,6,671,79000,82000,132000,54000, Approved
2927,3, Graduate, Yes,40000,147000,8,376,30000,62000,89000,42000, Rejected
2928,4, Graduate, No,94000,322000,6,898,276000,118000,195000,86000, Approved
2929,5, Graduate, Yes,41000,155000,10,836,105000,11000,152000,36000, Approved
2930,4, Graduate, Yes,11000,44000,6,515,10000,7000,43000,15000, Rejected
2931,3, Not Graduate, No,87000,248000,20,360,253000,87000,311000,43000, Rejected
2932,4, Graduate, Yes,49000,128000,2,691,2000,49000,147000,70000, Approved
2933,1, Not Graduate, Yes,28000,91000,14,510,24000,42000,104000,30000, Rejected
2934,0, Graduate, No,96000,232000,18,389,10000,176000,222000,88000, Rejected
2935,3, Graduate, Yes,69000,190000,14,348,42000,37000,194000,49000, Rejected
2936,2, Not Graduate, Yes,23000,81000,2,504,18000,31000,46000,31000, Approved
2937,2, Not Graduate, No,68000,213000,20,658,78000,70000,259000,96000, Approved
2938,1, Not Graduate, Yes,22000,54000,16,641,59000,0,48000,12000, Approved
2939,2, Not Graduate, No,59000,198000,20,327,78000,15000,197000,85000, Rejected
2940,1, Graduate, Yes,70000,203000,18,726,116000,131000,171000,90000, Approved
2941,1, Graduate, Yes,96000,341000,20,828,261000,190000,208000,124000, Approved
2942,0, Graduate, No,65000,145000,12,755,90000,119000,208000,34000, Approved
2943,2, Not Graduate, Yes,38000,76000,20,788,17000,52000,92000,56000, Approved
2944,2, Graduate, No,94000,251000,20,832,194000,21000,223000,59000, Approved
2945,0, Not Graduate, No,21000,82000,4,554,39000,38000,59000,17000, Approved
2946,1, Not Graduate, Yes,85000,262000,8,811,228000,64000,325000,127000, Approved
2947,5, Graduate, Yes,38000,120000,2,649,62000,53000,103000,42000, Approved
2948,1, Not Graduate, Yes,34000,97000,20,830,35000,64000,103000,48000, Approved
2949,1, Graduate, Yes,56000,117000,6,707,45000,8000,190000,39000, Approved
2950,0, Graduate, Yes,85000,337000,10,483,188000,89000,290000,122000, Rejected
2951,4, Not Graduate, Yes,21000,55000,18,349,1000,0,66000,20000, Rejected
2952,4, Graduate, No,4000,15000,4,846,3000,0,16000,6000, Approved
2953,4, Not Graduate, No,79000,315000,20,386,143000,38000,238000,75000, Rejected
2954,5, Not Graduate, No,69000,192000,12,408,100000,50000,249000,90000, Rejected
2955,0, Not Graduate, Yes,18000,39000,2,764,22000,7000,35000,12000, Approved
